day,state,avg
6,Minnesota,0.02222222222222223
6,Mississippi,0.275
6,Missouri,-0.07291666666666667
6,Montana,-0.019047619047619046
6,Nebraska,-0.05208333333333333
6,Nevada,0.16666666666666666
6,New Hampshire,0.24444444444444444
6,New Jersey,0.17670454545454548
6,New Mexico,0.2
6,New York,0.04573297073297074
6,North Carolina,0.029707792207792204
6,North Dakota,0.138766835016835
6,Ohio,0.042129629629629635
6,Oklahoma,0.17916666666666667
6,Oregon,0.15833333333333333
6,Pennsylvania,0.07885674931129477
6,South Carolina,0.25
6,Tennessee,0.033333333333333326
6,Texas,0.03218212343212343
6,Utah,-0.017099567099567115
6,Vermont,0.1375
6,Virginia,0.008241758241758233
6,Washington,0.06532587782587781
6,Wisconsin,0.024074074074074064
7,Alaska,0.0
7,Arizona,0.10340909090909092
7,Arkansas,0.06395089285714287
7,California,0.07505131362889984
7,Colorado,-0.0609875541125541
7,Connecticut,0.20000000000000004
7,Delaware,0.006655844155844153
7,Florida,0.060720361509835195
7,Georgia,0.03556818181818182
7,Hawaii,0.0
7,Idaho,-0.2196969696969697
7,Illinois,0.0014814814814814836
7,Indiana,0.024078508297258296
7,Iowa,0.10500000000000001
7,Kansas,0.1991233766233766
7,Louisiana,-0.05833333333333333
7,Maine,0.0
7,Maryland,0.08571428571428572
7,Massachusetts,0.013682539682539685
7,Michigan,0.15285204991087342
7,Minnesota,0.002114898989898986
7,Mississippi,0.05833333333333333
7,Missouri,0.006198347107438016
7,Nebraska,-0.039999999999999994
7,Nevada,-0.0062500000000000056
7,New Hampshire,0.3333333333333333
7,New Jersey,-0.05611111111111113
7,New Mexico,0.0875
7,New York,0.07358959761303512
7,North Carolina,0.005876951331496804
7,North Dakota,0.11605052933177934
7,Ohio,0.06292335115864527
7,Oklahoma,-0.0011111111111111072
7,Oregon,0.014074074074074074
7,Pennsylvania,0.04020206766917293
7,South Carolina,0.13
7,Tennessee,0.15657142857142856
7,Texas,0.012370707070707067
7,Utah,0.04666666666666667
7,Vermont,0.04999999999999999
7,Virginia,0.03884008148714031
7,Washington,0.05912309912309912
7,Wisconsin,-0.10023148148148148
7,Wyoming,0.0
8,Alabama,0.0825
8,Alaska,0.19462962962962962
8,Arizona,0.046
8,Arkansas,-0.04583333333333334
8,California,0.012892512077294683
8,Colorado,0.012942468159859463
8,Connecticut,0.15000000000000002
8,Delaware,0.0
8,Florida,0.08525641025641026
8,Georgia,-0.022321428571428572
8,Hawaii,-0.44999999999999996
8,Idaho,0.375
8,Illinois,0.285
8,Indiana,0.09067460317460317
8,Iowa,0.01631235827664398
8,Kansas,-0.015000000000000015
8,Louisiana,0.04494949494949496
8,Maine,-0.018705357142857145
8,Maryland,-0.38749999999999996
8,Massachusetts,0.028571428571428588
8,Michigan,-0.011024844720496892
8,Minnesota,0.2861111111111111
8,Missouri,0.125
8,Montana,0.0875
8,Nebraska,0.10416666666666667
8,Nevada,0.11666666666666665
8,New Hampshire,0.025
8,New Jersey,0.08749999999999998
8,New Mexico,0.0
8,New York,0.14586505869708996
8,North Carolina,0.018750000000000003
8,North Dakota,0.13667929292929296
8,Ohio,0.10869047619047618
8,Oklahoma,0.17204545454545453
8,Oregon,-0.13240740740740742
8,Pennsylvania,0.006250000000000019
8,Rhode Island,0.275
8,South Carolina,0.0
8,Tennessee,-0.04081632653061224
8,Texas,0.00627711264430016
8,Utah,-0.07083333333333333
8,Virginia,0.03240740740740741
8,Washington,0.13444347319347322
8,Wisconsin,-0.19166666666666668
9,Alabama,0.0916125541125541
9,Alaska,0.25
9,Arizona,0.2696924603174603
9,Arkansas,-0.02776174442841109
9,California,0.061842731473013175
9,Colorado,0.09364478114478114
9,Connecticut,-0.14722222222222223
9,Delaware,-0.10729166666666666
9,Florida,0.005687615955473097
9,Georgia,0.05416666666666666
9,Hawaii,-0.18187499999999995
9,Idaho,0.0
9,Illinois,-0.09024621212121212
9,Indiana,0.07203033445931176
9,Iowa,0.04007936507936509
9,Kansas,0.1375
9,Louisiana,-0.04125
9,Maine,-0.10044642857142858
9,Maryland,0.08333333333333333
9,Massachusetts,-0.06998214285714285
9,Michigan,0.03192340067340068
9,Minnesota,-0.25
9,Mississippi,0.065
9,Missouri,-0.025000000000000005
9,Montana,0.11666666666666668
9,Nebraska,-0.08249999999999999
9,Nevada,0.0
9,New Hampshire,-0.01363636363636364
9,New Jersey,-0.19464285714285715
9,New York,0.02301406926406926
9,North Carolina,0.15545093795093795
9,North Dakota,0.09702380952380951
9,Ohio,0.034295900178253125
9,Oklahoma,0.04122023809523809
9,Oregon,0.0554320987654321
9,Pennsylvania,0.010434472934472935
9,South Carolina,0.24337121212121213
9,South Dakota,0.0
9,Tennessee,0.0066666666666666706
9,Texas,0.027107792719494858
9,Utah,0.1125
9,Vermont,0.06666666666666667
9,Virginia,0.033333333333333326
9,Washington,0.1177970177970178
9,Wisconsin,-0.19
9,Wyoming,0.0
