day,state,avg
1,Alabama,0.0625
1,Arizona,0.20000000000000004
1,Arkansas,0.0
1,California,0.017370129870129866
1,Colorado,0.425
1,Connecticut,0.16
1,Florida,0.11024531024531026
1,Georgia,-0.25
1,Hawaii,0.3
1,Indiana,0.09619047619047619
1,Iowa,0.28571428571428575
1,Kansas,-0.25
1,Maine,-0.15555555555555553
1,Maryland,0.0
1,Massachusetts,0.15
1,Michigan,0.5
1,Minnesota,0.0
1,Missouri,0.06666666666666668
1,Montana,0.3
1,Nebraska,-0.25
1,Nevada,0.2555555555555556
1,New Jersey,0.0
1,New York,-0.0744047619047619
1,North Carolina,-0.16562500000000002
1,North Dakota,0.15
1,Oklahoma,0.0
1,Oregon,0.06666666666666667
1,Pennsylvania,-0.15
1,Texas,-0.016414141414141412
1,Utah,0.12
1,Virginia,0.13664285714285712
1,Washington,-0.5
1,Wisconsin,0.0
1,Wyoming,-0.05
2,Alabama,0.04242063492063493
2,Alaska,0.0
2,Arizona,0.6166666666666667
2,Arkansas,-0.041406926406926406
2,California,0.04651213886586227
2,Colorado,-0.07152777777777777
2,Connecticut,0.22666666666666666
2,Delaware,0.09276895943562609
2,Florida,0.02960775335775336
2,Georgia,-0.08125
2,Hawaii,-0.08333333333333333
2,Idaho,0.0
2,Illinois,-0.07499999999999997
2,Indiana,0.059955444165970484
2,Iowa,-0.04962121212121211
2,Kansas,-0.18888888888888888
2,Louisiana,0.16071428571428573
2,Maine,0.09375
2,Maryland,0.0
2,Massachusetts,0.05663780663780663
2,Michigan,0.0972470238095238
2,Minnesota,0.06666666666666667
2,Mississippi,0.0
2,Missouri,0.0
2,Montana,0.21875
2,Nebraska,0.0
2,Nevada,0.3416666666666668
2,New Jersey,0.0
2,New Mexico,0.25
2,New York,0.04611832611832613
2,North Carolina,0.0
2,North Dakota,0.013888888888888888
2,Ohio,0.06168863378684807
2,Oklahoma,-0.3125
2,Oregon,-0.02869047619047619
2,Pennsylvania,-0.02225274725274725
2,South Carolina,0.04
2,Tennessee,0.18125
2,Texas,-0.08069150499706056
2,Utah,0.012500000000000013
2,Vermont,0.0
2,Virginia,-0.012062937062937061
2,Washington,0.09152867965367965
2,Wisconsin,-0.049999999999999996
2,Wyoming,0.16
3,Alabama,0.1318168934240363
3,Alaska,0.17708333333333334
3,Arizona,0.003720238095238105
3,Arkansas,0.08703703703703704
3,California,0.047623879097093376
3,Colorado,-0.07094696969696969
3,Connecticut,0.056547619047619055
3,Delaware,0.05058080808080807
3,Florida,0.02217603866041366
3,Georgia,0.08417582417582417
3,Hawaii,0.15555555555555553
3,Idaho,0.08928571428571429
3,Illinois,-0.008232323232323225
3,Indiana,0.11786649564427343
3,Iowa,0.16373626373626374
3,Kansas,0.08181818181818183
3,Louisiana,0.16251402918069585
3,Maine,-0.1
3,Maryland,0.2188888888888889
3,Massachusetts,0.08613053613053614
3,Michigan,0.07106643356643358
3,Minnesota,0.011454594787928115
3,Missouri,0.020738636363636362
3,Montana,-0.1
3,Nebraska,0.038636363636363635
3,Nevada,0.14583333333333331
3,New Hampshire,-0.26666666666666666
3,New Jersey,0.2129464285714286
3,New Mexico,0.5
3,New York,-0.056155303030303014
3,North Carolina,0.1340909090909091
3,North Dakota,-0.027172827172827166
3,Ohio,0.08112794612794613
3,Oklahoma,-0.1625
3,Oregon,-0.019345238095238082
3,Pennsylvania,0.06568181818181819
3,South Carolina,0.019444444444444448
3,South Dakota,0.07738095238095237
3,Tennessee,0.11111111111111112
3,Texas,0.05795855379188714
3,Utah,-0.17037037037037037
3,Vermont,0.0
3,Virginia,-0.0878205128205128
3,Washington,0.04689754689754689
3,Wisconsin,-0.07135416666666668
4,Alabama,0.16416666666666666
4,Alaska,0.0
4,Arizona,0.24285714285714288
4,Arkansas,0.045454545454545456
4,California,-0.00020368782161235267
4,Colorado,0.08436507936507937
4,Connecticut,0.07194444444444444
4,Delaware,0.17512820512820515
4,Florida,0.0032698306595365396
4,Georgia,0.03888494318181818
4,Hawaii,0.121875
4,Idaho,0.1609006734006734
4,Illinois,-0.04553571428571428
4,Indiana,-0.0038950266554433253
4,Iowa,-0.056944444444444436
4,Kansas,-0.08333333333333336
4,Louisiana,0.08958333333333335
4,Maine,0.09
4,Maryland,0.025
4,Massachusetts,0.007407407407407412
4,Michigan,0.03555555555555556
4,Minnesota,0.16875
4,Mississippi,0.0
4,Missouri,-0.11666666666666665
4,Montana,0.010740740740740759
4,Nebraska,0.0
4,Nevada,0.3
4,New Hampshire,-0.016666666666666666
4,New Jersey,-0.0008134920634920625
4,New Mexico,-0.10666666666666666
4,New York,0.07267410714285716
4,North Carolina,-0.055198412698412705
4,North Dakota,0.02968253968253968
4,Ohio,-0.017982456140350885
4,Oklahoma,0.05
4,Oregon,0.055158730158730164
4,Pennsylvania,0.05083333333333334
4,Rhode Island,0.0
4,South Carolina,0.025714285714285717
4,Tennessee,0.011111111111111113
4,Texas,-0.07634722222222223
4,Utah,-0.044598765432098765
4,Vermont,0.10079365079365077
4,Virginia,0.037414965986394565
4,Washington,0.02313311688311688
4,Wisconsin,0.08492063492063492
4,Wyoming,0.44166666666666665
5,Alabama,-0.07067307692307694
5,Alaska,0.25
5,Arizona,0.010082972582972584
5,Arkansas,0.0472943722943723
5,California,0.04112403799903801
5,Colorado,-0.17706766917293235
5,Connecticut,-0.125
5,Delaware,-0.020833333333333332
5,Florida,-0.0007105943152454755
5,Georgia,-0.13333333333333328
5,Hawaii,-0.044444444444444446
5,Idaho,0.3111111111111111
5,Illinois,0.1476018772893773
5,Indiana,0.011268939393939388
5,Iowa,-0.045238095238095244
5,Kansas,0.32291666666666663
5,Louisiana,-0.05150297619047619
5,Maine,-0.25333333333333335
5,Maryland,-0.04672619047619044
5,Massachusetts,0.022638888888888896
5,Michigan,0.02375
5,Minnesota,0.058333333333333334
5,Mississippi,0.04999999999999999
5,Missouri,0.11018518518518519
5,Montana,0.0
5,Nebraska,0.05787037037037037
5,Nevada,0.0625
5,New Hampshire,-0.05
5,New Jersey,0.004166666666666666
5,New Mexico,-0.05416666666666666
5,New York,0.042099567099567095
5,North Carolina,0.11041666666666666
5,North Dakota,-0.053390400717703373
5,Ohio,0.10379464285714285
5,Oklahoma,0.034027777777777775
5,Oregon,0.06480303030303032
5,Pennsylvania,-0.0634837962962963
5,South Carolina,0.028571428571428564
5,Tennessee,0.0
5,Texas,0.04816468253968254
5,Utah,-0.075
5,Vermont,-0.15
5,Virginia,-0.08653846153846154
5,Washington,-0.021212121212121203
5,Wisconsin,-0.06271929824561404
5,Wyoming,0.14166666666666666
6,Alabama,0.05918510501843835
6,Alaska,0.010051782708032716
6,Arizona,0.07507631257631257
6,Arkansas,0.07969924812030076
6,California,0.07125581208914541
6,Colorado,-0.004999999999999997
6,Connecticut,0.0
6,Delaware,-0.08293650793650793
6,Florida,0.0703944203944204
6,Georgia,0.025170068027210887
6,Hawaii,0.0
6,Idaho,-0.14285714285714285
6,Illinois,0.056227106227106236
6,Indiana,0.12413731672990932
6,Iowa,0.03991341991341991
6,Kansas,0.052777777777777785
6,Louisiana,0.10727272727272727
6,Maine,0.08499999999999999
6,Maryland,0.1111111111111111
6,Massachusetts,0.050099067599067605
6,Michigan,0.025694444444444447
